Month,ID,Delay-from-due-date,Num-of-Delayed-Payment,Outstanding-Debt,Credit-Utilization-Ratio,Annual-Income,Debt-to-Income Ratio,Amount-invested-monthly,Monthly-Balance,Default
January,232,13,8,1037.68,38.43515845,142113.96,1%,247.7038276,468.4996801,1
February,232,13,8,1037.68,41.19090798,142113.96,1%,186.9097606,497.6219234,1
March,232,13,8,1037.68,35.55766755,142113.96,1%,303.7554627,252.2649757,1
April,232,16,8,1037.68,41.53213704,142113.96,1%,539.3393474,542.9628288,1
May,232,9,0,1037.68,38.11568318,142113.96,1%,716.3027906,659.3845412,0
June,232,18,0,1037.68,36.41980579,142113.96,1%,442.2678835,784.3451525,0
January,233,8,1,1177.38,38.52846274,65299.38,2%,217.9119462,315.9153833,0
February,233,7,1,1177.38,37.40082686,65299.38,2%,183.9708135,274.3616401,0
March,233,7,1,1177.38,25.82050719,65299.38,2%,248.018809,256.9549028,0
April,233,7,1,1177.38,31.77341041,65299.38,2%,312.735402,311.8347934,0
May,233,7,1,1177.38,37.49657668,65299.38,2%,128.5781545,305.2189964,0
June,233,12,0,1177.38,28.45479047,65299.38,2%,203.973113,261.5654983,0
January,234,7,0,1290.73,38.2187307,33200.52,4%,36.30527047,304.6536507,0
February,234,7,0,1290.73,30.05494268,33200.52,4%,182.4360563,327.995142,0
March,234,49,17,1290.73,31.4573681,33200.52,4%,10000,162.5484461,1
April,234,49,16,1290.73,32.44904793,33200.52,4%,246.4523372,97.43321534,1
May,234,49,19,1290.73,33.93119499,33200.52,4%,147.2815066,298.9621477,1
June,234,49,16,1290.73,29.95910072,33200.52,4%,281.8062878,169.9573187,1
January,235,49,16,4736.25,39.99531969,82289.36,6%,101.0511413,161.2341812,1
February,235,45,0,4736.25,28.29148332,82289.36,6%,104.1361597,97.78545783,1
March,235,51,0,4736.25,28.9308718,82289.36,6%,88.92490897,294.9598191,1
April,235,49,0,4736.25,35.1865334,873048,1%,,245.0714927,1
May,235,7,12,4736.25,36.84779386,82289.36,6%,723.5645616,319.6941533,1
June,235,7,12,4736.25,29.65159924,82289.36,6%,70.7331489,281.968786,1
January,236,7,12,2041.74,36.7816583,7792.475,26%,17.96458279,317.7363201,1
February,236,7,9,2041.74,38.02983718,7792.475,26%,64.72907524,310.6759799,1
March,236,3,12,2041.74,27.51535332,7792.475,26%,64.48978678,246.8726828,1
April,236,7,13,2041.74,24.40539991,7792.475,26%,15.35642956,307.6376701,1
May,236,2,0,2041.74,37.56484685,7792.475,26%,24.71231113,260.7664223,0
June,236,9,0,2041.74,28.43304864,7792.475,26%,28.63523416,241.1704008,0
January,237,26,8,705.44,26.37565289,65778.22,1%,94.82619753,317.6451658,1
February,237,31,8,705.44,31.47539328,65778.22,1%,489.2118584,282.1291284,1
March,237,26,8,705.44,24.58175362,65778.22,1%,158.470614,332.0787566,1
April,237,31,8,705.44,36.41680033,65778.22,1%,479.0596935,327.016205,1
May,237,26,5,705.44,28.02009804,65778.22,1%,162.5783514,275.2295604,0
June,237,26,7,705.44,38.44796608,65778.22,1%,215.0488641,318.2377801,1
January,238,22,0,583.27,32.66370838,12016,5%,27.76198441,296.7741288,0
February,238,26,0,583.27,35.32192991,12016,5%,96.34630239,322.9597744,0
March,238,25,20,583.27,35.73954063,12016,5%,15.9379276,767.9551331,1
April,238,26,0,583.27,31.32842058,12016,5%,40.7465063,740.1321966,0
May,238,25,20,583.27,27.31961806,12016,5%,13.5798016,686.1089796,1
June,238,25,20,583.27,26.02664925,12016,5%,47.51613576,795.028075,1
January,239,30,19,1127.57,33.15190296,19180.87,6%,142.99474,715.0631558,1
February,239,27,20,1127.57,28.23786491,19180.87,6%,212.8475866,727.4512362,1
March,239,25,0,1127.57,25.77179741,19180.87,6%,81.82244884,546.9791062,0
April,239,25,0,1127.57,31.99892988,19180.87,6%,67.88343218,811.7168902,0
May,239,-2,7,1127.57,37.26595427,19180.87,6%,19.65926177,476.3352464,1
June,239,6,7,1127.57,23.75918179,19180.87,6%,87.13923493,405.483793,1
January,240,1,7,463.07,37.02752347,60552.76,1%,66.53602515,502.0069343,1
February,240,1,7,463.07,25.22136275,60552.76,1%,322.952025,471.3965962,1
March,240,1,7,463.07,29.69423767,60552.76,1%,273.5412197,464.7629898,1
April,240,6,7,463.07,26.54875929,60552.76,1%,289.201504,373.184858,1
May,240,1,0,463.07,34.12312979,60552.76,1%,10000,332.9896004,0
June,240,1,0,463.07,34.70874749,60552.76,1%,293.0733953,306.9798248,0
January,241,19,2,1275.46,22.64993836,44386.47,3%,10000,935.9028596,0
February,241,14,2,1275.46,32.32109564,44386.47,3%,258.5356788,746.820279,0
March,241,14,2,1275.46,28.41099473,44386.47,3%,82.56602451,903.9150316,0
April,241,14,2,1275.46,25.5379885,44386.47,3%,50.62028685,619.9161926,0
May,241,11,2,1275.46,30.96734309,44386.47,3%,66.29354235,226.1751251,0
June,241,14,2,1275.46,36.54784801,44386.47,3%,310.9639556,1007.848723,0
January,242,14,0,2506.45,25.14818676,9141.63,27%,39.74367894,697.4143107,0
February,242,18,0,2506.45,36.5002154,9141.63,27%,79.52909992,939.0159669,0
March,242,9,11,2506.45,39.26664402,9141.63,27%,63.80546382,210.0917846,1
April,242,9,10,2506.45,39.73527479,9141.63,27%,49.07677972,318.4318286,1
May,242,9,9,2506.45,27.13175877,9141.63,27%,102.513896,386.9751623,1
June,242,9,12,2506.45,38.66760672,9141.63,27%,27.20533544,313.5312232,1
January,243,9,11,169.86,27.75373398,11245.11,2%,106.7068941,375.1817503,1
February,243,9,10,169.86,32.59786258,11245.11,2%,74.58314321,270.968546,1
March,243,9,0,169.86,26.46780079,11245.11,2%,38.8815547,337.7153405,0
April,243,6,0,169.86,34.10451683,11245.11,2%,80.76257672,377.8942417,0
May,243,13,6,169.86,31.04719514,11245.11,2%,59.23601898,534.6206576,1
June,243,13,0,169.86,28.76915781,11245.11,2%,,630.8990098,0
January,244,13,3,627.5,33.11569136,98197.74,1%,102.9413811,588.5729472,0
February,244,17,0,627.5,40.8195687,98197.74,1%,223.1167183,536.118257,0
March,244,13,3,627.5,33.959539,98197.74,1%,55.0244348,615.9966682,0
April,244,13,3,627.5,37.0705625,98197.74,1%,308.9423191,186.2441569,0
May,244,13,0,627.5,29.04900226,98197.74,1%,10000,630.5730727,0
June,244,10,0,627.5,39.15861056,98197.74,1%,94.62712637,514.2091619,0
January,245,17,0,811.08,35.86524097,30197.28,3%,227.2340379,328.8383874,0
February,245,19,16,811.08,33.57000089,30197.28,3%,203.1170324,362.6500514,1
March,245,19,15,811.08,30.89751936,30197.28,3%,32.02689485,351.9645269,1
April,245,19,18,811.08,41.15687417,30197.28,3%,108.5848361,279.984907,1
May,245,21,14,811.08,32.70853881,30197.28,3%,10000,341.6718144,1
June,245,19,15,811.08,36.08342263,30197.28,3%,10000,354.866874,1
January,246,19,0,846.45,25.48602333,31633.54,3%,200.9042,298.031911,0
February,246,19,0,846.45,29.29859996,31633.54,3%,78.20804977,353.8611927,0
March,246,26,20,846.45,26.31214177,31633.54,3%,216.6493583,284.6737837,1
April,246,27,20,846.45,39.26841,31633.54,3%,196.4863175,226.975682,1
May,246,26,22,846.45,29.31040825,31633.54,3%,159.6148516,68.31271094,1
June,246,25,18,846.45,38.26046773,31633.54,3%,174.0000091,493.1205233,1
January,247,26,20,701.27,40.09320892,118172.64,1%,389.7660015,450.0552087,1
February,247,31,20,701.27,32.6998187,118172.64,1%,326.5767816,215.664941,1
March,247,26,0,701.27,34.36177609,118172.64,1%,475.7595019,363.625473,0
April,247,26,0,701.27,36.57764563,118172.64,1%,75.38542323,179.2113562,0
May,247,17,16,701.27,26.54589289,118172.64,1%,398.2364516,685.5960317,1
June,247,17,19,701.27,27.46685807,118172.64,1%,194.3837606,631.4760598,1
January,248,15,19,1369.54,31.93186622,19623.18,7%,159.7337128,750.7013935,1
February,248,17,19,1369.54,24.31216014,19623.18,7%,116.0962072,686.6736678,1
March,248,17,0,1369.54,37.93478965,19623.18,7%,24.9633652,667.564618,0
April,248,17,19,1369.54,24.87441534,19623.18,7%,35.51862546,502.6502533,1
May,248,22,0,1369.54,26.83457273,19623.18,7%,240.6802672,589.1133304,0
June,248,17,0,1369.54,26.60221265,19623.18,7%,19.08460556,712.1793924,0
January,249,54,0,1435.94,23.49229303,63197.26,2%,599.8560026,277.9826967,1
February,249,54,15,1435.94,34.17039855,63197.26,2%,272.2139749,250.0361727,1
March,249,51,0,1435.94,24.14153939,63197.26,2%,480.9895412,256.6564846,1
April,249,54,15,1435.94,27.36330156,63197.26,2%,514.812291,298.1008868,1
May,249,54,15,1435.94,27.1348592,63197.26,2%,88.91943271,290.3513694,1
June,249,54,15,1435.94,34.1650074,63197.26,2%,,247.1430894,1
January,250,56,0,2195.63,36.7091872,10007.815,22%,35.92782529,264.8835827,1
February,250,56,0,2195.63,24.12979148,10007.815,22%,23.09480989,245.7763357,1
March,250,12,17,2195.63,31.84849417,10007.815,22%,40.39014789,1130.719536,1
April,250,12,17,2195.63,28.10855089,10007.815,22%,,1143.579288,1
May,250,12,17,2195.63,25.26247583,10007.815,22%,53.19634625,1166.091987,1
June,250,14,17,2195.63,30.9704132,10007.815,22%,43.72257911,1214.318235,1
January,251,12,17,54.68,38.01558168,121688.04,0%,139.3412612,638.725426,1
February,251,12,17,54.68,31.37490121,121688.04,0%,228.9476866,1030.653137,1
March,251,12,0,54.68,36.9638366,121688.04,0%,75.12970315,1051.263714,0
April,251,12,0,54.68,25.69460969,121688.04,0%,370.4092471,1220.006766,0
May,251,42,15,54.68,40.18842138,121688.04,0%,119.4309876,327.7058916,1
June,251,45,16,54.68,29.73715836,121688.04,0%,480.0224306,300.8466396,1
January,252,42,16,343.6,36.40319142,31069.32,1%,139.0871475,222.881938,1
February,252,44,16,343.6,32.99867955,31069.32,1%,190.5748496,219.6008266,1
March,252,41,16,343.6,37.58608937,31069.32,1%,64.64985253,210.7520906,1
April,252,39,15,343.6,30.2439151,31069.32,1%,65.3958207,286.8856358,1
May,252,42,0,343.6,38.81479471,31069.32,1%,34.74442449,265.6145919,1
June,252,42,0,343.6,30.45952122,31069.32,1%,139.5329775,337.0544504,1
January,253,42,20,843.44,34.19870136,72241.02,1%,10000,185.6050139,1
February,253,40,21,843.44,34.2383986,72241.02,1%,215.9806967,290.8211111,1
March,253,42,21,843.44,39.703629,72241.02,1%,443.9981018,283.8251141,1
April,253,42,20,843.44,37.308949,72241.02,1%,580.8438848,377.7410891,1
May,253,42,21,843.44,35.39100785,72241.02,1%,79.92770138,358.4789788,1
June,253,42,0,843.44,40.61734285,72241.02,1%,286.9511577,378.7948769,1
January,254,42,0,1514.74,25.61720755,7612.725,20%,65.42688294,331.1446509,1
February,254,42,0,1514.74,23.05740299,7612.725,20%,29.43037932,279.2211986,1
March,254,46,24,1514.74,28.44995337,7612.725,20%,33.26399182,505.878716,1
April,254,46,24,1514.74,36.18465799,7612.725,20%,99.6797675,332.1935853,1
May,254,49,24,1514.74,23.41415974,7612.725,20%,24.41633266,115.9172923,1
June,254,46,24,1514.74,27.01520189,7612.725,20%,72.79179303,372.6356748,1
January,255,46,27,554.48,27.45418512,16953.985,3%,132.9254588,427.4822213,1
February,255,46,24,554.48,27.2324528,16953.985,3%,53.31064238,248.0522547,1
March,255,46,0,554.48,28.23646894,16953.985,3%,118.1474319,483.8650002,1
April,255,47,0,554.48,37.62032239,16953.985,3%,155.7776626,452.1707997,1
May,255,14,7,554.48,26.23360929,16953.985,3%,39.5123144,837.7364042,1
June,255,14,9,554.48,28.39016805,16953.985,3%,213.1422738,563.3542021,1
January,256,19,7,505.14,29.3709951,125508.36,0%,905.9374723,962.5677054,1
February,256,14,7,505.14,30.53679375,125508.36,0%,620.8051628,969.7201635,1
March,256,9,7,505.14,27.60966879,125508.36,0%,88.61589625,486.8950545,1
April,256,14,7,505.14,23.6169795,125508.36,0%,1209.865496,810.9750449,1
May,256,10,0,505.14,28.48314348,125508.36,0%,216.3960758,1020.690652,0
June,256,14,0,505.14,30.84435074,125508.36,0%,492.8908124,597.8989835,0
January,257,22,16,2354.21,35.66810712,7495.305,31%,28.13243641,238.91689,1
February,257,22,13,2354.21,25.76213052,7495.305,31%,,310.8352515,1
March,257,22,13,2354.21,22.73141873,7495.305,31%,17.73912641,279.8186105,1
April,257,20,13,2354.21,28.15313155,7495.305,31%,19.15090088,255.5588422,1
May,257,17,13,2354.21,37.73661774,7495.305,31%,10000,270.1715888,1
June,257,25,10,2354.21,26.24606214,7495.305,31%,21.91516119,293.1208053,1
January,258,21,0,586.6,27.1416748,35133.49,2%,56.83254091,317.4298937,0
February,258,22,0,586.6,36.06031825,35133.49,2%,101.1365837,228.8907686,0
March,258,7,12,586.6,31.61112059,35133.49,2%,23.62323725,663.5906656,1
April,258,7,11,586.6,38.00248705,35133.49,2%,237.1353319,340.4427757,1
May,258,7,10,586.6,29.72557604,35133.49,2%,187.5991649,757.8432321,1
June,258,7,10,586.6,39.80631565,35133.49,2%,77.38869232,844.5019244,1
January,259,7,10,1385.89,35.01240654,16866.5,8%,164.7074492,756.8791285,1
February,259,7,12,1385.89,37.76437885,16866.5,8%,105.6042788,898.3276284,1
March,259,7,0,1385.89,24.83085992,16866.5,8%,146.0354618,10.60845636,0
April,259,7,0,1385.89,29.84520075,16866.5,8%,75.03217052,955.8954037,0
May,259,12,10,1385.89,40.31867625,16866.5,8%,10000,408.7118284,1
June,259,16,7,1385.89,24.1217729,16866.5,8%,196.1866152,310.0987811,1
January,260,16,9,54.82,32.64698134,18969.19,0%,200.3277724,284.0057735,1
February,260,16,10,54.82,23.95026033,18969.19,0%,10000,325.7292777,1
March,260,12,0,54.82,29.56421648,18969.19,0%,,231.3054718,0
April,260,16,8,54.82,25.29020013,18969.19,0%,131.7815948,360.6541396,1
May,260,16,0,54.82,25.16238265,18969.19,0%,117.2167627,283.2153155,0
June,260,14,0,54.82,27.20714969,18969.19,0%,74.64520025,249.7689089,0
January,261,19,1,651.85,30.61774942,36154.19,2%,23.09988104,418.9625465,0
February,261,14,-2,651.85,34.07270382,36154.19,2%,329.0915329,329.6238772,0
March,261,19,1,651.85,34.48451532,36154.19,2%,48.54866226,191.318209,0
April,261,19,1,651.85,26.60085892,36154.19,2%,33.64055057,194.3003486,0
May,261,19,1,651.85,26.09046339,36154.19,2%,40.99144183,176.7197283,0
June,261,19,1,651.85,34.58028462,36154.19,2%,328.8393943,399.5820231,0
January,262,22,0,3164.78,26.07919779,51113.85,6%,228.6586235,395.261406,0
February,262,19,0,3164.78,27.85381643,51113.85,6%,155.0329118,399.0128266,0
March,262,16,13,3164.78,24.72580885,51113.85,6%,126.2129482,302.5679369,1
April,262,17,13,3164.78,26.47300205,51113.85,6%,134.2367842,325.7517116,1
May,262,17,16,3164.78,32.38529025,51113.85,6%,317.8771055,341.1350655,1
June,262,17,14,3164.78,24.57222703,51113.85,6%,165.7241987,368.8671127,1
January,263,13,11,2076.13,27.91198292,18784.88,11%,125.1353255,429.5308316,1
February,263,17,13,2076.13,29.19600958,18784.88,11%,73.1343173,421.7360658,1
March,263,17,0,2076.13,21.90731963,18784.88,11%,142.5593224,433.0907982,0
April,263,16,0,2076.13,22.88754371,12311582,0%,65.97861342,287.9598653,0
May,263,12,15,2076.13,39.10034913,18784.88,11%,57.70125441,0,1
June,263,15,15,2076.13,25.48520998,18784.88,11%,170.6748382,822.6978576,1
January,264,12,15,1450.37,29.54595997,49889.38,3%,,658.0869654,1
February,264,12,0,1450.37,39.05407222,49889.38,3%,137.8009798,764.4034533,0
March,264,12,15,1450.37,26.22790601,49889.38,3%,131.2459309,817.1677146,1
April,264,16,15,1450.37,34.12206636,49889.38,3%,188.1582751,219.43582,1
May,264,8,0,1450.37,37.52358065,49889.38,3%,379.37526,790.5937237,0
June,264,12,0,1450.37,32.7356864,49889.38,3%,223.6576361,85.43971283,0
January,265,16,3,96.31,25.93997597,29233.34,0%,204.3268233,465.3306467,0
February,265,11,5,96.31,28.36976094,29233.34,0%,153.9968554,472.1283057,0
March,265,11,3,96.31,36.09376911,29233.34,0%,206.7896908,482.955819,0
April,265,11,3,96.31,29.27873867,29233.34,0%,52.61005016,501.6837617,0
May,265,11,6,96.31,30.34585716,29233.34,0%,142.7304101,485.1542697,1
June,265,11,3,96.31,33.0365814,29233.34,0%,118.1865113,422.4093921,0
January,266,11,0,1329.59,26.93045049,28922.03,5%,223.3062364,335.2278142,0
February,266,11,0,1329.59,34.02710772,28922.03,5%,138.600204,330.1210177,0
March,266,12,5,1329.59,31.98987456,28922.03,5%,42.85132934,818.371401,0
April,266,12,8,1329.59,36.7202493,28922.03,5%,96.52669546,814.8593473,1
May,266,12,6,1329.59,41.06407471,28922.03,5%,143.3451576,366.6535064,1
June,266,17,8,1329.59,37.56208819,28922.03,5%,42.29558091,743.3154531,1
January,267,12,8,1319.87,36.75915337,20742.46,6%,85.37550978,174.9575371,1
February,267,9,8,1319.87,35.45982096,20742.46,6%,25.27155279,899.7996265,1
March,267,12,0,1319.87,22.5376057,20742.46,6%,,67.52917434,0
April,267,12,0,1319.87,35.60753364,20742.46,6%,,590.7395212,0
May,267,7,0,1319.87,31.27916835,20742.46,6%,,347.2190049,0
June,267,9,14,1319.87,28.35400227,20742.46,6%,68.4970365,362.9765055,1
January,268,10,14,4090.5,33.56195891,55719.18,7%,199.3915892,274.4262077,1
February,268,9,14,4090.5,30.13952413,55719.18,7%,434.1650528,347.3377548,1
March,268,9,14,4090.5,38.03986781,55719.18,7%,220.3450252,338.9875706,1
April,268,9,14,4090.5,41.72833764,55719.18,7%,53.96682654,306.9012356,1
May,268,9,0,4090.5,24.38075013,55719.18,7%,571.2402509,299.7481757,0
June,268,9,0,4090.5,29.94722929,55719.18,7%,68.49247556,288.6385752,0
January,269,18,12,4196.17,30.00077581,55558.71,8%,226.6443077,238.6692707,1
February,269,14,7,4196.17,36.20106595,55558.71,8%,73.08719571,477.9335041,1
March,269,11,10,4196.17,39.99902695,55558.71,8%,207.5275011,486.3892742,1
April,269,15,3478,4196.17,39.30560794,55558.71,8%,222.0326416,226.8423476,1
May,269,14,10,4196.17,31.29356138,55558.71,8%,58.78560744,451.4999241,1
June,269,14,7,4196.17,41.82567772,55558.71,8%,95.22548586,489.7225729,1
January,270,11,0,1571.52,25.06587591,33447.42,5%,10000,559.9517666,0
February,270,14,0,1571.52,36.00720204,33447.42,5%,61.30972523,519.4126474,0
March,270,40,2420,1571.52,37.25970627,33447.42,5%,63.47300479,290.9325763,1
April,270,38,22,1571.52,24.92955522,33447.42,5%,105.1283631,155.523868,1
May,270,36,0,1571.52,25.66437914,33447.42,5%,,253.9502642,1
June,270,42,0,1571.52,36.95952495,33447.42,5%,69.01001136,312.2422263,1
January,271,39,24,142.05,23.63044024,34841.87,0%,236.453869,0,1
February,271,33,21,142.05,29.41375342,34841.87,0%,77.54795805,330.7984012,1
March,271,38,0,142.05,33.54368942,34841.87,0%,183.4824446,185.8303963,1
April,271,33,0,142.05,38.01174054,34841.87,0%,208.3775467,312.7830751,1
May,271,7,17,142.05,36.74014425,34841.87,0%,274.5734446,259.0955752,1
June,271,2,15,142.05,24.39943536,34841.87,0%,108.5025554,231.3764075,1
January,272,7,15,2725.14,30.28596131,17655.43,15%,10000,261.3766805,1
February,272,7,15,2725.14,34.4974091,17655.43,15%,170.1408171,234.120936,1
March,272,7,15,2725.14,23.97277893,17655.43,15%,126.5518836,249.323687,1
April,272,7,12,2725.14,31.48274694,17655.43,15%,174.3487866,292.4094889,1
May,272,7,0,2725.14,39.46702438,17655.43,15%,146.7932997,292.3386976,0
June,272,7,0,2725.14,30.13609702,17655.43,15%,,266.9389032,0
January,273,27,10,2114.92,35.31531517,7103.035,30%,77.18090292,309.7577986,1
February,273,27,10,2114.92,33.22394558,7103.035,30%,95.90763915,235.5566773,1
March,273,27,10,2114.92,24.69308079,7103.035,30%,19.66258537,312.6036975,1
April,273,27,9,2114.92,23.46337978,7103.035,30%,31.37375747,341.1961177,1
May,273,27,10,2114.92,27.08505219,7103.035,30%,10000,271.4092883,1
June,273,27,9,2114.92,40.69901601,7103.035,30%,67.23793038,355.4636501,1
January,274,26,0,64.53,28.07939681,63101.14,0%,99.87584852,347.1010068,0
February,274,24,0,64.53,37.6815376,63101.14,0%,284.8650413,362.7740486,0
March,274,3,1,64.53,38.01845258,63101.14,0%,395.8359189,1041.07619,0
April,274,1,1,64.53,25.78668911,63101.14,0%,291.3998881,1008.328592,0
May,274,3,1,64.53,32.81499035,63101.14,0%,385.9702404,722.8828931,0
June,274,3,1,64.53,36.89944546,63101.14,0%,134.4078929,1008.589307,0
January,275,3,1,1498.09,23.29680781,33453.08,4%,202.7599122,481.7759166,0
February,275,1,1,1498.09,33.47449638,33453.08,4%,195.0917482,922.7535325,0
March,275,3,0,1498.09,26.7973611,33453.08,4%,211.6521777,400.5664086,0
April,275,3,0,1498.09,34.05010982,33453.08,4%,72.01386208,968.8022783,0
May,275,5,0,1498.09,38.2315833,33453.08,4%,51.44424564,362.9939777,0
June,275,10,6,1498.09,35.64566376,33453.08,4%,49.36085235,253.4748088,1
January,276,10,6,49.6,41.23738067,83845.7,0%,168.3306948,275.5474974,1
February,276,11,6,49.6,33.47782495,83845.7,0%,282.4634325,285.0371943,1
March,276,10,6,49.6,34.26221952,83845.7,0%,312.3779546,230.5637358,1
April,276,10,6,49.6,38.00136005,83845.7,0%,400.8593368,290.7420688,1
May,276,8,0,49.6,27.2598974,83845.7,0%,246.9704492,261.4584693,0
June,276,15,0,49.6,38.25109402,83845.7,0%,10000,245.2083442,0
January,277,4,6,1075.84,33.68198915,108415,1%,64.2920881,719.6850633,1
February,277,9,0,1075.84,33.0534057,108415,1%,178.6439196,761.670312,0
March,277,6,7,1075.84,36.11455566,108415,1%,889.6997544,644.4670086,1
April,277,9,6,1075.84,31.53656498,108415,1%,87.9243998,566.5588406,1
May,277,9,6,1075.84,35.1894661,108415,1%,286.349475,334.0677373,1
June,277,9,6,1075.84,41.09955058,108415,1%,335.0391632,481.7367827,1
January,278,9,0,1067.3,32.18554016,32663.41,3%,39.11311135,738.3322035,0
February,278,9,0,1067.3,36.87038354,32663.41,3%,235.7948486,216.6508545,0
March,278,21,0,1067.3,38.22831563,32663.41,3%,155.3141708,282.9321925,0
April,278,21,13,1067.3,38.75234803,32663.41,3%,136.5573279,344.0769828,1
May,278,21,13,1067.3,24.68167302,32663.41,3%,188.6988302,323.0583496,1
June,278,21,10,1067.3,30.57227379,32663.41,3%,138.3712613,359.6215459,1
January,279,21,12,382.04,44.60422041,132537.24,0%,210.3501254,375.8651918,1
February,279,21,11,382.04,27.63665027,132537.24,0%,589.2997913,167.8007426,1
March,279,19,0,382.04,38.30821266,132537.24,0%,476.2254772,368.6606939,0
April,279,21,0,382.04,33.29551126,132537.24,0%,966.2252443,347.6465391,0
May,279,54,16,382.04,41.84859964,132537.24,0%,200.6940012,354.8918735,1
June,279,54,16,382.04,34.66121669,132537.24,0%,10000,297.5678594,1
January,280,49,14,3380.69,40.5821768,17850.56,19%,22.45317291,303.9203977,1
February,280,57,14,3380.69,29.14436832,17850.56,19%,127.0464694,267.3366712,1
March,280,50,16,3380.69,37.54814707,17850.56,19%,131.0620748,358.1610395,1
April,280,54,16,3380.69,34.20274776,17850.56,19%,72.05366523,291.4903319,1
May,280,54,0,3380.69,28.38686797,17850.56,19%,73.21581342,271.1941455,1
June,280,59,0,3380.69,32.3512144,17850.56,19%,181.9309244,281.4135479,1
January,281,9,13,2271.53,33.91448311,15713.83,14%,85.34019888,742.9678133,1
February,281,6,18,2271.53,23.64512154,15713.83,14%,32.92466409,444.3710575,1
March,281,5,15,2271.53,41.12704546,15713.83,14%,60.38800088,811.7675506,1
April,281,10,16,2271.53,24.39026039,15713.83,14%,107.9986638,826.3197331,1
May,281,10,15,2271.53,30.15490757,15713.83,14%,103.2465967,309.9176442,1
June,281,15,15,2271.53,30.87311341,15713.83,14%,10000,600.5941893,1
January,282,10,0,4293.32,27.67344611,62050.89,7%,,533.5402217,0
February,282,10,0,4293.32,29.46236778,62050.89,7%,120.3930044,840.8985688,0
March,282,14,4,4293.32,33.26211037,62050.89,7%,360.6017563,995.9131597,0
April,282,12,2,4293.32,26.3075933,62050.89,7%,228.7290538,801.7085965,0
May,282,14,4,4293.32,38.91335455,62050.89,7%,105.3180198,997.635459,0
June,282,14,2,4293.32,32.77245824,62050.89,7%,337.2042979,942.1015144,0
January,283,17,4,4432.68,26.793362,18744.4,24%,145.2447007,848.5729993,0
February,283,11,4,4432.68,36.17556889,18744.4,24%,125.9641228,218.0978343,0
March,283,14,0,4432.68,37.20294061,18744.4,24%,83.71065495,1046.53796,0
April,283,14,0,4432.68,27.58671365,18744.4,24%,62.3716437,944.3986807,0
May,283,62,17,4432.68,27.21727487,18744.4,24%,37.87691806,264.5330342,1
June,283,62,18,4432.68,33.76278212,18744.4,24%,179.8566713,292.8027755,1
January,284,64,19,759.86,31.39543108,12070.845,6%,39.99861057,257.5079135,1
February,284,62,17,759.86,28.59584786,12070.845,6%,49.22807948,265.9634871,1
March,284,62,17,759.86,28.83078169,12070.845,6%,75.90196409,261.4748086,1
April,284,62,17,759.86,26.03213559,12070.845,6%,74.52135838,267.2113739,1
May,284,62,0,759.86,22.58810616,12070.845,6%,114.4028087,286.8797525,1
June,284,62,0,759.86,31.52864922,12070.845,6%,103.5663154,267.5849813,1
January,285,59,16,526.62,27.34780113,38539.57,1%,277.018349,210.9114136,1
February,285,59,15,526.62,30.03999795,38539.57,1%,285.2820709,298.6486213,1
March,285,59,15,526.62,39.48930933,38539.57,1%,243.2758564,276.369256,1
April,285,59,13,526.62,40.12095141,38539.57,1%,81.09418711,250.4165524,1
May,285,59,16,526.62,35.45774286,38539.57,1%,303.0276653,406.0006133,1
June,285,59,16,526.62,37.79778327,38539.57,1%,381.4716401,391.8218764,1
January,286,59,0,821.27,31.97170242,48411.24,2%,167.273391,405.0992018,1
February,286,59,0,821.27,38.88271127,48411.24,2%,57.00582377,317.5789007,1
March,286,28,18,821.27,34.66055202,48411.24,2%,56.99305698,288.9230163,1
April,286,30,18,821.27,32.37493076,48411.24,2%,152.9237598,252.1740912,1
May,286,29,18,821.27,39.82697124,48411.24,2%,179.7661872,254.8486414,1
June,286,28,18,821.27,31.8308255,48411.24,2%,,265.9925723,1
January,287,28,18,302.1,32.40579414,47275.96,1%,75.56461377,281.61132,1
February,287,25,21,302.1,34.88354091,47275.96,1%,469.732373,298.5712708,1
March,287,28,0,302.1,30.4054129,47275.96,1%,74.36499752,300.4600162,0
April,287,28,0,302.1,30.20330333,47275.96,1%,52.30567881,272.6830922,0
May,287,21,13,302.1,39.83414802,47275.96,1%,10000,412.5799704,1
June,287,19,13,302.1,24.42710438,47275.96,1%,96.07291031,441.3927518,1
January,288,19,11,1483.59,25.7442157,30232.28,5%,,374.5149131,1
February,288,19,13,1483.59,24.71093038,30232.28,5%,80.5435778,422.5768492,1
March,288,19,10,1483.59,24.34439331,30232.28,5%,32.84142071,444.9806154,1
April,288,19,10,1483.59,27.47298422,30232.28,5%,134.767797,453.163797,1
May,288,19,0,1483.59,35.91089356,30232.28,5%,119.3413868,439.5166773,0
June,288,20,0,1483.59,28.78391817,30232.28,5%,203.7837495,443.4589135,0
January,289,9,5,3271.84,34.20617681,33314.96,10%,184.6666856,1191.373157,0
February,289,12,5,3271.84,31.33007825,33314.96,10%,91.24228771,1108.416134,0
March,289,7,5,3271.84,25.87367382,33314.96,10%,10000,1284.300414,0
April,289,8,5,3271.84,36.11551748,33314.96,10%,258.9981629,1419.318047,0
May,289,7,5,3271.84,37.33982135,33314.96,10%,390.3183914,1209.909074,0
June,289,6,8,3271.84,39.18038583,33314.96,10%,69.07804175,0.688298779,1
